,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.6514792433257054,0.3703334392167798,0.35100032086652694,-0.4593025408311876,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,-0.07183611428306244,-0.48251191458524123,-0.060731012615303295,0.4664649160883461,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,0.6514792433257054,0.5150125617367655,0.6317262300586839,-0.3133687545187488,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,0.6514792433257054,0.3836591478699364,0.7908042452675729,-0.6873240819443732,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4,1.3747946009344731,1.299325699608267,1.6984846849888804,0.1996797129859189,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-0.7951514718918303,-0.2921446481115758,0.03284429044874903,-0.596115465499099,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6,1.3747946009344731,0.33987467658099335,0.7627316543483571,1.4332762504082532,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7,0.6514792433257054,1.0937290518167084,0.05155935106155949,0.11303152736290836,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8,0.6514792433257054,0.49216848975992566,-0.023300891389682367,-0.2404018613625294,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9,-0.7951514718918303,-0.8346913575615222,-1.2538161266819705,-0.151473460328387,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10,-0.7951514718918303,-0.9051272461567784,-0.41631716425870213,-0.03974290518292602,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
